,timestamp,current,state_of_charge,voltage,voltage_cell_max,voltage_cell_min,temperature,current_rate
0,2021-09-14 01:01:00+00:00,0.6000000238418579,47.0,875.1000366210938,3.678000211715698,3.6660001277923584,24.5,0.0047619049511258
1,2021-09-14 01:02:00+00:00,0.0,47.0,875.0,3.678000211715698,3.6650002002716064,24.5,0.0
2,2021-09-14 01:03:00+00:00,1.399999976158142,47.0,875.0,3.678000211715698,3.6650002002716064,24.5,0.01111111092189
3,2021-09-14 01:04:00+00:00,12.100000381469728,47.0,876.1000366210938,3.684000253677368,3.671000242233277,24.5,0.0960317490592835
4,2021-09-14 01:05:00+00:00,63.5,47.0,881.6000366210938,3.7160000801086426,3.693000078201294,24.5,0.503968253968254
5,2021-09-14 01:06:00+00:00,2.900000095367432,47.5,876.7000122070312,3.686000108718872,3.67300009727478,24.5,0.0230158737727573
6,2021-09-14 01:07:00+00:00,-5.5,47.5,875.2000122070312,3.680000066757202,3.6670000553131104,24.5,-0.0436507936507936
7,2021-09-14 01:08:00+00:00,-2.5,47.5,875.4000244140625,3.681000232696533,3.669000148773194,24.5,-0.0198412698412698
8,2021-09-14 01:09:00+00:00,2.200000047683716,47.5,875.5,3.681000232696533,3.669000148773194,24.5,0.0174603178387596
9,2021-09-14 01:10:00+00:00,22.899999618530277,47.5,877.9000244140625,3.694000244140625,3.678000211715698,24.5,0.1817460287184942
10,2021-09-14 01:11:00+00:00,1.899999976158142,47.5,876.2000122070312,3.684000253677368,3.671000242233277,24.5,0.0150793648901439
11,2021-09-14 01:12:00+00:00,-1.2000000476837158,47.5,875.7000122070312,3.682000160217285,3.671000242233277,24.5,-0.0095238099022517
12,2021-09-14 01:13:00+00:00,-19.200000762939453,47.5,874.2999877929688,3.6760001182556152,3.662000179290772,24.5,-0.1523809584360274
13,2021-09-14 01:14:00+00:00,1.2000000476837158,47.5,875.6000366210938,3.682000160217285,3.669000148773194,24.5,0.0095238099022517
14,2021-09-14 01:15:00+00:00,1.2000000476837158,47.5,876.4000244140625,3.684000253677368,3.671000242233277,24.5,0.0095238099022517
15,2021-09-14 01:16:00+00:00,0.9000000357627869,47.5,875.2999877929688,3.680000066757202,3.669000148773194,24.5,0.0071428574266887
16,2021-09-14 01:17:00+00:00,33.70000076293945,48.0,880.7000122070312,3.7080001831054688,3.689000129699707,24.5,0.2674603235153925
17,2021-09-14 01:18:00+00:00,0.0,48.0,876.2999877929688,3.684000253677368,3.671000242233277,24.5,0.0
18,2021-09-14 01:19:00+00:00,0.0,48.0,876.2999877929688,3.684000253677368,3.671000242233277,24.5,0.0
19,2021-09-14 01:20:00+00:00,0.0,48.0,876.1000366210938,3.684000253677368,3.671000242233277,24.5,0.0
20,2021-09-14 01:21:00+00:00,0.0,48.0,876.1000366210938,3.684000253677368,3.670000076293945,24.5,0.0
